Ubicacion,Tipo
espot,Municipio
estamariu,Municipio
estaras,Municipio
esterri,Municipio
esterri cardos,Municipio
farrera,Municipio
figols alinya,Municipio
floresta,Municipio
fondarella,Municipio
foradada,Municipio
fuliola,Municipio
fulleda,Municipio
gavet conca,Municipio
gimenells font,Municipio
golmes,Municipio
gosol,Municipio
granadella,Municipio
granja,Municipio
granyanella,Municipio
granyena garrigues,Municipio
granyena segarra,Municipio
guimera,Municipio
guingueta,Municipio
guissona,Municipio
guixers,Municipio
isona conca della,Municipio
ivars noguera,Municipio
ivars,Municipio
ivorra,Municipio
josa tuixen,Municipio
juncosa,Municipio
juneda,Municipio
,Municipio
linyola,Municipio
lladorre,Municipio
lladurs,Municipio
llardecans,Municipio
llavorsi,Municipio
lleida,Municipio
lles cerdanya,Municipio
llimiana,Municipio
llobera,Municipio
maials,Municipio
malda,Municipio
massalcoreig,Municipio
massoteres,Municipio
menarguens,Municipio
miralcamp,Municipio
mollerussa,Municipio
molsosa,Municipio
montella martinet,Municipio
montferrer castellbo,Municipio
montgai,Municipio
montoliu lleida,Municipio
montoliu segarra,Municipio
montornes segarra,Municipio
nalec,Municipio
naut aran,Municipio
naves,Municipio
oden,Municipio
oliana,Municipio
oliola,Municipio
olius,Municipio
oluges,Municipio
omellons,Municipio
omells gaia,Municipio
organya,Municipio
balaguer,Municipio
osso,Municipio
palau,Municipio
penelles,Municipio
peramola,Municipio
pinell solsones,Municipio
pinos,Municipio
plans,Municipio
poal,Municipio
pobla cervoles,Municipio
pobla segur,Municipio
pont,Municipio
pont suert,Municipio
ponts,Municipio
portella,Municipio
prats sansor,Municipio
preixana,Municipio
preixens,Municipio
prullans,Municipio
puiggros,Municipio
puigverd,Municipio
puigverd lleida,Municipio
rialp,Municipio
ribera,Municipio
ribera,Municipio
riner,Municipio
cerdanya,Municipio
rossello,Municipio
salas pallars,Municipio
sanauja,Municipio
sant esteve sarga,Municipio
sant guim freixenet,Municipio
sant guim plana,Municipio
sant llorenc morunys,Municipio
sant marti riucorb,Municipio
sant ramon,Municipio
sarroca bellera,Municipio
sarroca lleida,Municipio
senterada,Municipio
sentiu,Municipio
seros,Municipio
,Municipio
sidamon,Municipio
soleras,Municipio
solsona,Municipio
soriguera,Municipio
sort,Municipio
soses,Municipio
sudanell,Municipio
sunyer,Municipio
talarn,Municipio
talavera,Municipio
tarrega,Municipio
tarres,Municipio
tarroja segarra,Municipio
termens,Municipio
tirvia,Municipio
tiurana,Municipio
tora,Municipio
torms,Municipio
tornabous,Municipio
torre cabdella,Municipio
torrebesses,Municipio
torrefarrera,Municipio
torrefeta florejacs,Municipio
torregrossa,Municipio
torrelameu,Municipio
torres segre,Municipio
torre serona,Municipio
tremp,Municipio
vall,Municipio
vall cardos,Municipio
vallbona monges,Municipio
vallfogona balaguer,Municipio
valls,Municipio
valls valira,Municipio
vansa fornols,Municipio
verdu,Municipio
vielha mijaran,Municipio
vilagrassa,Municipio
vilaller,Municipio
vilamos,Municipio
vilanova bellpuig,Municipio
vilanova barca,Municipio
vilanova,Municipio
vilanova meia,Municipio
vilanova segria,Municipio
vila sana,Municipio
vilosell,Municipio
vinaixa,Municipio
abalos,Municipio
agoncillo,Municipio
aguilar alhama,Municipio
ajamil,Municipio
albelda iregua,Municipio
alberite,Municipio
alcanadre,Municipio
aldeanueva ebro,Municipio
alesanco,Municipio
aleson,Municipio
alfaro,Municipio
almarza cameros,Municipio
anguciana,Municipio
anguiano,Municipio
arenzana abajo,Municipio
arenzana,Municipio
arnedillo,Municipio
arnedo,Municipio
arrubal,Municipio
ausejo,Municipio
autol,Municipio
azofra,Municipio
badaran,Municipio
banares,Municipio
banos tobia,Municipio
banos rioja,Municipio
berceo,Municipio
bergasa,Municipio
bergasillas bajera,Municipio
bezares,Municipio
bobadilla,Municipio
brieva cameros,Municipio
brinas,Municipio
briones,Municipio
cabezon cameros,Municipio
calahorra,Municipio
camprovin,Municipio
canales sierra,Municipio
canillas tuerto,Municipio
canas,Municipio
cardenas,Municipio
casalarreina,Municipio
castanares rioja,Municipio
castroviejo,Municipio
cellorigo,Municipio
cenicero,Municipio
cervera alhama,Municipio
cidamon,Municipio
cihuri,Municipio
ciruena,Municipio
clavijo,Municipio
cordovin,Municipio
corera,Municipio
cornago,Municipio
corporales,Municipio
cuzcurrita tiron,Municipio
daroca rioja,Municipio
enciso,Municipio
entrena,Municipio
estollo,Municipio
ezcaray,Municipio
foncea,Municipio
fonzaleche,Municipio
fuenmayor,Municipio
galbarruli,Municipio
galilea,Municipio
gallinero cameros,Municipio
gimileo,Municipio
granon,Municipio
gravalos,Municipio
haro,Municipio
herce,Municipio
herramelluri,Municipio
hervias,Municipio
hormilla,Municipio
hormilleja,Municipio
hornillos cameros,Municipio
hornos moncalvillo,Municipio
huercanos,Municipio
igea,Municipio
jalon cameros,Municipio
laguna cameros,Municipio
lagunilla jubera,Municipio
lardero,Municipio
ledesma cogolla,Municipio
leiva,Municipio
leza leza,Municipio
logrono,Municipio
lumbreras,Municipio
manjarres,Municipio
mansilla sierra,Municipio
manzanares rioja,Municipio
matute,Municipio
medrano,Municipio
munilla,Municipio
murillo leza,Municipio
muro aguas,Municipio
muro cameros,Municipio
najera,Municipio
nalda,Municipio
navajun,Municipio
navarrete,Municipio
nestares,Municipio
nieva cameros,Municipio
ochanduri,Municipio
ocon,Municipio
ojacastro,Municipio
ollauri,Municipio
ortigosa cameros,Municipio
pazuengos,Municipio
pedroso,Municipio
pinillos,Municipio
pradejon,Municipio
pradillo,Municipio
prejano,Municipio
quel,Municipio
rabanera,Municipio
rasillo cameros,Municipio
redal,Municipio
ribafrecha,Municipio
rincon soto,Municipio
robres castillo,Municipio
rodezno,Municipio
sajazarra,Municipio
asensio,Municipio
millan cogolla,Municipio
millan yecora,Municipio
roman cameros,Municipio
torcuato,Municipio
vicente sonsierra,Municipio
santa coloma,Municipio
santa engracia jubera,Municipio
santa eulalia bajera,Municipio
santo domingo calzada,Municipio
santurde rioja,Municipio
santurdejo,Municipio
sojuela,Municipio
sorzano,Municipio
sotes,Municipio
soto cameros,Municipio
terroba,Municipio
tirgo,Municipio
tobia,Municipio
tormantos,Municipio
torre cameros,Municipio
torrecilla cameros,Municipio
torrecilla alesanco,Municipio
torremontalbo,Municipio
treviana,Municipio
tricio,Municipio
tudelilla,Municipio
urunuela,Municipio
valdemadera,Municipio
valganon,Municipio
ventosa,Municipio
ventrosa,Municipio
viguera,Municipio
villalba rioja,Municipio
villalobar rioja,Municipio
villamediana iregua,Municipio
villanueva cameros,Municipio
villar arnedo,Municipio
villar torre,Municipio
villarejo,Municipio
villarroya,Municipio
villarta quintana,Municipio
villavelayo,Municipio
villaverde rioja,Municipio
villoslada cameros,Municipio
viniegra abajo,Municipio
viniegra,Municipio
zarraton,Municipio
zarzosa,Municipio
zorraquin,Municipio
abadin,Municipio
alfoz,Municipio
antas ulla,Municipio
baleira,Municipio
baralla,Municipio
barreiros,Municipio
becerrea,Municipio
begonte,Municipio
boveda,Municipio
burela,Municipio
carballedo,Municipio
castro,Municipio
castroverde,Municipio
cervantes,Municipio
cervo,Municipio
chantada,Municipio
corgo,Municipio
cospeito,Municipio
folgoso courel,Municipio
fonsagrada,Municipio
,Municipio
friol,Municipio
guitiriz,Municipio
guntin,Municipio
incio,Municipio
lancara,Municipio
lourenza,Municipio
lugo,Municipio
meira,Municipio
mondonedo,Municipio
monforte lemos,Municipio
monterroso,Municipio
muras,Municipio
navia suarna,Municipio
negueira muniz,Municipio
nogais,Municipio
ourol,Municipio
outeiro,Municipio
palas,Municipio
panton,Municipio
paradela,Municipio
paramo,Municipio
pastoriza,Municipio
pedrafita cebreiro,Municipio
pobra brollon,Municipio
,Municipio
pontenova,Municipio
portomarin,Municipio
quiroga,Municipio
rabade,Municipio
ribadeo,Municipio
ribas,Municipio
ribeira piquin,Municipio
riotorto,Municipio
samos,Municipio
sarria,Municipio
savinao,Municipio
sober,Municipio
taboada,Municipio
trabada,Municipio
triacastela,Municipio
valadouro,Municipio
vicedo,Municipio
vilalba,Municipio
viveiro,Municipio
xermade,Municipio
xove,Municipio
acebeda,Municipio
ajalvir,Municipio
alameda valle,Municipio
alamo,Municipio
alcala henares,Municipio
alcobendas,Municipio
alcorcon,Municipio
aldea fresno,Municipio
algete,Municipio
alpedrete,Municipio
ambite,Municipio
anchuelo,Municipio
aranjuez,Municipio
arganda,Municipio
arroyomolinos,Municipio
atazar,Municipio
batres,Municipio
becerril sierra,Municipio
belmonte tajo,Municipio
berrueco,Municipio
berzosa lozoya,Municipio
boadilla monte,Municipio
boalo,Municipio
braojos,Municipio
brea tajo,Municipio
brunete,Municipio
buitrago lozoya,Municipio
bustarviejo,Municipio
cabanillas sierra,Municipio
cabrera,Municipio
cadalso vidrios,Municipio
camarma esteruelas,Municipio
campo real,Municipio
canencia,Municipio
carabana,Municipio
casarrubuelos,Municipio
cenicientos,Municipio
cercedilla,Municipio
cervera buitrago,Municipio
chapineria,Municipio
chinchon,Municipio
ciempozuelos,Municipio
cobena,Municipio
collado mediano,Municipio
collado villalba,Municipio
colmenar oreja,Municipio
colmenar arroyo,Municipio
colmenar viejo,Municipio
colmenarejo,Municipio
corpa,Municipio
coslada,Municipio
cubas sagra,Municipio
daganzo,Municipio
escorial,Municipio
estremera,Municipio
fresnedillas oliva,Municipio
fresno torote,Municipio
fuenlabrada,Municipio
fuente jarama,Municipio
fuentiduena tajo,Municipio
galapagar,Municipio
garganta montes,Municipio
gargantilla lozoya pinilla buitrago,Municipio
gascones,Municipio
getafe,Municipio
grinon,Municipio
guadalix sierra,Municipio
guadarrama,Municipio
hiruela,Municipio
horcajo sierra,Municipio
horcajuelo sierra,Municipio
hoyo manzanares,Municipio
humanes madrid,Municipio
leganes,Municipio
loeches,Municipio
lozoya,Municipio
lozoyuela navas sieteiglesias,Municipio
madarcos,Municipio
madrid,Municipio
majadahonda,Municipio
manzanares real,Municipio
meco,Municipio
mejorada campo,Municipio
miraflores sierra,Municipio
molar,Municipio
molinos,Municipio
montejo sierra,Municipio
moraleja enmedio,Municipio
moralzarzal,Municipio
morata tajuna,Municipio
mostoles,Municipio
navacerrada,Municipio
navalafuente,Municipio
navalagamella,Municipio
navalcarnero,Municipio
navarredonda mames,Municipio
navas,Municipio
baztan,Municipio
olmeda fuentes,Municipio
orusco tajuna,Municipio
paracuellos jarama,Municipio
parla,Municipio
patones,Municipio
pedrezuela,Municipio
pelayos presa,Municipio
perales tajuna,Municipio
pezuela torres,Municipio
pinilla valle,Municipio
pinto,Municipio
pinuecar gandullas,Municipio
pozuelo alarcon,Municipio
pozuelo,Municipio
pradena rincon,Municipio
puebla sierra,Municipio
puentes viejas,Municipio
quijorna,Municipio
rascafria,Municipio
reduena,Municipio
ribatejada,Municipio
rivas vaciamadrid,Municipio
robledillo jara,Municipio
robledo chavela,Municipio
robregordo,Municipio
rozas madrid,Municipio
rozas puerto real,Municipio
agustin guadalix,Municipio
fernando henares,Municipio
lorenzo escorial,Municipio
martin vega,Municipio
martin valdeiglesias,Municipio
sebastian reyes,Municipio
santa maria alameda,Municipio
santorcaz,Municipio
santos humosa,Municipio
serna monte,Municipio
serranillos valle,Municipio
sevilla,Municipio
somosierra,Municipio
soto real,Municipio
talamanca jarama,Municipio
tielmes,Municipio
titulcia,Municipio
torrejon ardoz,Municipio
torrejon calzada,Municipio
torrejon velasco,Municipio
torrelaguna,Municipio
torrelodones,Municipio
torremocha jarama,Municipio
torres alameda,Municipio
cantos,Municipio
valdaracete,Municipio
valdeavero,Municipio
valdelaguna,Municipio
valdemanco,Municipio
valdemaqueda,Municipio
valdemorillo,Municipio
valdemoro,Municipio
valdeolmos alalpardo,Municipio
valdepielagos,Municipio
valdetorres jarama,Municipio
valdilecha,Municipio
valverde alcala,Municipio
velilla antonio,Municipio
vellon,Municipio
venturada,Municipio
villa prado,Municipio
villaconejos,Municipio
villalbilla,Municipio
villamanrique tajo,Municipio
villamanta,Municipio
villamantilla,Municipio
villanueva canada,Municipio
villanueva perales,Municipio
villanueva pardillo,Municipio
villar olmo,Municipio
villarejo salvanes,Municipio
villaviciosa odon,Municipio
villavieja lozoya,Municipio
zarzalejo,Municipio
alameda,Municipio
alcaucin,Municipio
alfarnate,Municipio
alfarnatejo,Municipio
algarrobo,Municipio
algatocin,Municipio
alhaurin torre,Municipio
alhaurin grande,Municipio
almachar,Municipio
almargen,Municipio
almogia,Municipio
alora,Municipio
alozaina,Municipio
alpandeire,Municipio
antequera,Municipio
archez,Municipio
archidona,Municipio
ardales,Municipio
arenas,Municipio
arriate,Municipio
atajate,Municipio
benadalid,Municipio
benahavis,Municipio
benalauria,Municipio
benalmadena,Municipio
benamargosa,Municipio
benamocarra,Municipio
benaojan,Municipio
benarraba,Municipio
borge,Municipio
burgo,Municipio
campillos,Municipio
canillas aceituno,Municipio
canillas albaida,Municipio
canete real,Municipio
carratraca,Municipio
cartajima,Municipio
cartama,Municipio
casabermeja,Municipio
casarabonela,Municipio
casares,Municipio
coin,Municipio
colmenar,Municipio
comares,Municipio
competa,Municipio
cortes frontera,Municipio
cuevas bajas,Municipio
cuevas marcos,Municipio
cuevas becerro,Municipio
cutar,Municipio
estepona,Municipio
farajan,Municipio
frigiliana,Municipio
fuengirola,Municipio
fuente piedra,Municipio
gaucin,Municipio
genalguacil,Municipio
guaro,Municipio
humilladero,Municipio
igualeja,Municipio
istan,Municipio
iznate,Municipio
jimera libar,Municipio
jubrique,Municipio
juzcar,Municipio
macharaviaya,Municipio
malaga,Municipio
manilva,Municipio
marbella,Municipio
mijas,Municipio
moclinejo,Municipio
mollina,Municipio
monda,Municipio
montejaque,Municipio
nerja,Municipio
ojen,Municipio
parauta,Municipio
periana,Municipio
pizarra,Municipio
pujerra,Municipio
rincon victoria,Municipio
riogordo,Municipio
ronda,Municipio
salares,Municipio
sayalonga,Municipio
sedella,Municipio
sierra yeguas,Municipio
teba,Municipio
tolox,Municipio
torremolinos,Municipio
torrox,Municipio
totalan,Municipio
valle abdalajis,Municipio
velez malaga,Municipio
villanueva algaidas,Municipio
villanueva tapia,Municipio
villanueva rosario,Municipio
villanueva trabuco,Municipio
vinuela,Municipio
yunquera,Municipio
abanilla,Municipio
abaran,Municipio
aguilas,Municipio
albudeite,Municipio
alcantarilla,Municipio
alcazares,Municipio
aledo,Municipio
alguazas,Municipio
alhama murcia,Municipio
archena,Municipio
beniel,Municipio
blanca,Municipio
bullas,Municipio
calasparra,Municipio
campos,Municipio
caravaca cruz,Municipio
cartagena,Municipio
cehegin,Municipio
ceuti,Municipio
cieza,Municipio
fortuna,Municipio
fuente alamo murcia,Municipio
jumilla,Municipio
librilla,Municipio
lorca,Municipio
lorqui,Municipio
mazarron,Municipio
molina segura,Municipio
moratalla,Municipio
mula,Municipio
murcia,Municipio
ojos,Municipio
pliego,Municipio
puerto lumbreras,Municipio
ricote,Municipio
javier,Municipio
pedro pinatar,Municipio
santomera,Municipio
torre pacheco,Municipio
torres cotillas,Municipio
totana,Municipio
ulea,Municipio
union,Municipio
villanueva segura,Municipio
yecla,Municipio
abaigar,Municipio
abarzuza,Municipio
abaurregaina abaurrea alta,Municipio
abaurrepea abaurrea baja,Municipio
aberin,Municipio
ablitas,Municipio
adios,Municipio
aguilar codes,Municipio
aibar oibar,Municipio
allin,Municipio
allo,Municipio
altsasu alsasua,Municipio
amescoa baja,Municipio
ancin,Municipio
andosilla,Municipio
ansoain,Municipio
anue,Municipio
anorbe,Municipio
aoiz agoitz,Municipio
araitz,Municipio
arakil,Municipio
aranarache,Municipio
aranguren,Municipio
arano,Municipio
arantza,Municipio
aras,Municipio
arbizu,Municipio
arce artzi,Municipio
arcos,Municipio
arellano,Municipio
areso,Municipio
arguedas,Municipio
aria,Municipio
aribe,Municipio
armananzas,Municipio
arroniz,Municipio
arruazu,Municipio
artajona,Municipio
artazu,Municipio
atez,Municipio
auritz burguete,Municipio
ayegui,Municipio
azagra,Municipio
azuelo,Municipio
bakaiku,Municipio
baranain,Municipio
barasoain,Municipio
barbarin,Municipio
bargota,Municipio
barillas,Municipio
basaburua,Municipio
baztan,Municipio
beintza labaien,Municipio
beire,Municipio
belascoain,Municipio
bera vera bidasoa,Municipio
berbinzana,Municipio
beriain,Municipio
berrioplano,Municipio
berriozar,Municipio
bertizarana,Municipio
betelu,Municipio
bidaurreta,Municipio
biurrun olcoz,Municipio
bunuel,Municipio
burgui burgi,Municipio
burlada burlata,Municipio
busto,Municipio
cabanillas,Municipio
cabredo,Municipio
cadreita,Municipio
caparroso,Municipio
carcar,Municipio
carcastillo,Municipio
cascante,Municipio
caseda,Municipio
castejon,Municipio
castillonuevo,Municipio
cintruenigo,Municipio
cirauqui,Municipio
ciriza,Municipio
cizur,Municipio
corella,Municipio
cortes,Municipio
desojo,Municipio
dicastillo,Municipio
donamaria,Municipio
doneztebe santesteban,Municipio
echarri,Municipio
egues,Municipio
elgorriaga,Municipio
eneriz,Municipio
eratsun,Municipio
ergoiena,Municipio
erro,Municipio
eslava,Municipio
esparza salazar,Municipio
espronceda,Municipio
estella lizarra,Municipio
esteribar,Municipio
etayo,Municipio
etxalar,Municipio
etxarri aranatz,Municipio
etxauri,Municipio
eulate,Municipio
ezcabarte,Municipio
ezcaroz ezkaroze,Municipio
ezkurra,Municipio
ezprogui,Municipio
falces,Municipio
fitero,Municipio
fontellas,Municipio
funes,Municipio
fustinana,Municipio
galar,Municipio
gallipienzo,Municipio
gallues galoze,Municipio
garaioa,Municipio
garde,Municipio
garinoain,Municipio
garralda,Municipio
genevilla,Municipio
goizueta,Municipio
goni,Municipio
guesa gorza,Municipio
guesalaz,Municipio
guirguillano,Municipio
hiriberri villanueva aezkoa,Municipio
huarte uharte,Municipio
ibargoiti,Municipio
igantzi,Municipio
iguzquiza,Municipio
imotz,Municipio
iraneta,Municipio
irurtzun,Municipio
isaba izaba,Municipio
ituren,Municipio
iturmendi,Municipio
,Municipio
izagaondoa,Municipio
izalzu itzaltzu,Municipio
jaurrieta,Municipio
javier,Municipio
juslapena,Municipio
lakuntza,Municipio
lana,Municipio
lantz,Municipio
lapoblacion,Municipio
larraga,Municipio
larraona,Municipio
larraun,Municipio
lazagurria,Municipio
leache,Municipio
legarda,Municipio
legaria,Municipio
leitza,Municipio
lekunberri,Municipio
leoz,Municipio
lerga,Municipio
lerin,Municipio
lesaka,Municipio
lezaun,Municipio
liedena,Municipio
lizoain,Municipio
lodosa,Municipio
longuida longida,Municipio
lumbier,Municipio
luquin,Municipio
luzaide valcarlos,Municipio
maneru,Municipio
maranon,Municipio
marcilla,Municipio
melida,Municipio
mendavia,Municipio
mendaza,Municipio
mendigorria,Municipio
metauten,Municipio
milagro,Municipio
mirafuentes,Municipio
miranda arga,Municipio
monreal,Municipio
monteagudo,Municipio
morentin,Municipio
mues,Municipio
murchante,Municipio
murieta,Municipio
murillo cuende,Municipio
murillo fruto,Municipio
muruzabal,Municipio
navascues,Municipio
nazar,Municipio
noain elortzibar,Municipio
obanos,Municipio
ochagavia,Municipio
,Municipio
odieta,Municipio
oitz,Municipio
olaibar,Municipio
olazti olazagutia,Municipio
olejua,Municipio
olite,Municipio
ollo,Municipio
oloriz,Municipio
olza,Municipio
orbaitzeta,Municipio
orbara,Municipio
orisoain,Municipio
orkoien,Municipio
oronz,Municipio
oroz betelu,Municipio
orreaga roncesvalles,Municipio
oteiza,Municipio
pamplona iruna,Municipio
peralta,Municipio
petilla aragon,Municipio
piedramillera,Municipio
pitillas,Municipio
puente reina gares,Municipio
pueyo,Municipio
ribaforada,Municipio
romanzado,Municipio
roncal erronkari,Municipio
sada,Municipio
saldias,Municipio
salinas,Municipio
adrian,Municipio
martin,Municipio
sanguesa zangoza,Municipio
sansol,Municipio
santacara,Municipio
sarries sartze,Municipio
sartaguda,Municipio
sesma,Municipio
sorlada,Municipio
sunbilla,Municipio
tafalla,Municipio
tiebas muruarte reta,Municipio
tirapu,Municipio
torralba,Municipio
torres,Municipio
tudela,Municipio
tulebras,Municipio
ucar,Municipio
uharte arakil,Municipio
ujue,Municipio
ultzama,Municipio
unciti,Municipio
unzue,Municipio
urdazubi urdax,Municipio
urdiain,Municipio
urraul alto,Municipio
urraul,Municipio
urrotz,Municipio
urroz villa,Municipio
urzainqui,Municipio
uterga,Municipio
uztarroz uztarroze,Municipio
valtierra,Municipio
viana,Municipio
vidangoz bidankoze,Municipio
villafranca,Municipio
villamayor monjardin,Municipio
villatuerta,Municipio
villava atarrabia,Municipio
yerri,Municipio
yesa,Municipio
zabalza,Municipio
ziordia,Municipio
zizur zizur nagusia,Municipio
zubieta,Municipio
zugarramurdi,Municipio
zuniga,Municipio
allariz,Municipio
amoeiro,Municipio
arnoia,Municipio
avion,Municipio
baltar,Municipio
bande,Municipio
banos molgas,Municipio
barbadas,Municipio
barco valdeorras,Municipio
beade,Municipio
beariz,Municipio
blancos,Municipio
boboras,Municipio
bola,Municipio
bolo,Municipio
calvos randin,Municipio
carballeda avia,Municipio
carballeda valdeorras,Municipio
carballino,Municipio
cartelle,Municipio
castrelo mino,Municipio
castrelo,Municipio
castro caldelas,Municipio
celanova,Municipio
cenlle,Municipio
chandrexa queixa,Municipio
coles,Municipio
cortegada,Municipio
cualedro,Municipio
entrimo,Municipio
esgos,Municipio
gomesende,Municipio
gudina,Municipio
irixo,Municipio
larouco,Municipio
laza,Municipio
leiro,Municipio
lobeira,Municipio
lobios,Municipio
maceda,Municipio
manzaneda,Municipio
maside,Municipio
melon,Municipio
merca,Municipio
mezquita,Municipio
montederramo,Municipio
monterrei,Municipio
muinos,Municipio
nogueira ramuin,Municipio
oimbra,Municipio
ourense,Municipio
paderne allariz,Municipio
padrenda,Municipio
parada,Municipio
pereiro aguiar,Municipio
peroxa,Municipio
petin,Municipio
pinor,Municipio
pobra trives,Municipio
pontedeva,Municipio
porqueira,Municipio
punxin,Municipio
quintela leirado,Municipio
rairiz veiga,Municipio
ramiras,Municipio
ribadavia,Municipio
rios,Municipio
,Municipio
rubia,Municipio
amaro,Municipio
cibrao vinas,Municipio
cristovo,Municipio
xoan,Municipio
sandias,Municipio
sarreaus,Municipio
taboadela,Municipio
teixeira,Municipio
toen,Municipio
trasmiras,Municipio
veiga,Municipio
verea,Municipio
verin,Municipio
viana bolo,Municipio
vilamarin,Municipio
vilamartin valdeorras,Municipio
vilar barrio,Municipio
vilar santos,Municipio
vilardevos,Municipio
vilarino conso,Municipio
xinzo limia,Municipio
xunqueira ambia,Municipio
xunqueira espadanedo,Municipio
allande,Municipio
aller,Municipio
amieva,Municipio
aviles,Municipio
belmonte miranda,Municipio
bimenes,Municipio
boal,Municipio
cabrales,Municipio
cabranes,Municipio
candamo,Municipio
cangas onis,Municipio
cangas narcea,Municipio
caravia,Municipio
carreno,Municipio
caso,Municipio
castrillon,Municipio
castropol,Municipio
coana,Municipio
colunga,Municipio
corvera asturias,Municipio
cudillero,Municipio
degana,Municipio
franco,Municipio
gijon,Municipio
gozon,Municipio
grado,Municipio
grandas salime,Municipio
ibias,Municipio
illano,Municipio
illas,Municipio
langreo,Municipio
laviana,Municipio
lena,Municipio
llanera,Municipio
llanes,Municipio
mieres,Municipio
morcin,Municipio
muros nalon,Municipio
nava,Municipio
navia,Municipio
norena,Municipio
onis,Municipio
oviedo,Municipio
parres,Municipio
penamellera alta,Municipio
penamellera baja,Municipio
pesoz,Municipio
pilona,Municipio
ponga,Municipio
pravia,Municipio
proaza,Municipio
quiros,Municipio
regueras,Municipio
ribadedeva,Municipio
ribadesella,Municipio
ribera,Municipio
riosa,Municipio
salas,Municipio
martin oscos,Municipio
martin aurelio,Municipio
tirso abres,Municipio
santa eulalia oscos,Municipio
santo adriano,Municipio
sariego,Municipio
siero,Municipio
sobrescobio,Municipio
somiedo,Municipio
soto barco,Municipio
tapia casariego,Municipio
taramundi,Municipio
teverga,Municipio
tineo,Municipio
valdes,Municipio
vegadeo,Municipio
villanueva oscos,Municipio
villaviciosa,Municipio
villayon,Municipio
yernes tameza,Municipio
abarca campos,Municipio
abia torres,Municipio
aguilar campoo,Municipio
alar,Municipio
alba cerrato,Municipio
amayuelas,Municipio
ampudia,Municipio
amusco,Municipio
antiguedad,Municipio
arconada,Municipio
astudillo,Municipio
autilla pino,Municipio
autillo campos,Municipio
ayuela,Municipio
baltanas,Municipio
baquerin campos,Municipio
barcena campos,Municipio
barruelo santullan,Municipio
bascones ojeda,Municipio
becerril campos,Municipio
belmonte campos,Municipio
berzosilla,Municipio
boada campos,Municipio
boadilla rioseco,Municipio
boadilla camino,Municipio
branosera,Municipio
buenavista valdavia,Municipio
bustillo vega,Municipio
bustillo paramo carrion,Municipio
calahorra boedo,Municipio
calzada molinos,Municipio
capillas,Municipio
cardenosa volpejera,Municipio
carrion condes,Municipio
castil vela,Municipio
castrejon pena,Municipio
castrillo juan,Municipio
castrillo onielo,Municipio
castrillo villavega,Municipio
castromocho,Municipio
cervatos cueza,Municipio
cervera pisuerga,Municipio
cevico torre,Municipio
cevico navero,Municipio
cisneros,Municipio
cobos cerrato,Municipio
collazos boedo,Municipio
congosto valdavia,Municipio
cordovilla real,Municipio
cubillas cerrato,Municipio
dehesa montejo,Municipio
dehesa romanos,Municipio
duenas,Municipio
espinosa cerrato,Municipio
espinosa villagonzalo,Municipio
frechilla,Municipio
fresno,Municipio
fromista,Municipio
fuentes nava,Municipio
fuentes valdepero,Municipio
grijota,Municipio
guardo,Municipio
guaza campos,Municipio
hermedes cerrato,Municipio
herrera pisuerga,Municipio
herrera valdecanas,Municipio
hontoria cerrato,Municipio
hornillos cerrato,Municipio
husillos,Municipio
itero vega,Municipio
lagartos,Municipio
lantadilla,Municipio
ledigos,Municipio
loma ucieza,Municipio
lomas,Municipio
magaz pisuerga,Municipio
manquillos,Municipio
mantinos,Municipio
marcilla campos,Municipio
mazariegos,Municipio
mazuecos valdeginate,Municipio
melgar yuso,Municipio
meneses campos,Municipio
micieces ojeda,Municipio
monzon campos,Municipio
moratinos,Municipio
muda,Municipio
nogal huertas,Municipio
olea boedo,Municipio
olmos ojeda,Municipio
osornillo,Municipio
osorno,Municipio
palencia,Municipio
palenzuela,Municipio
paramo boedo,Municipio
paredes nava,Municipio
payo ojeda,Municipio
pedraza campos,Municipio
pedrosa vega,Municipio
perales,Municipio
pernia,Municipio
pino,Municipio
pina campos,Municipio
poblacion arroyo,Municipio
poblacion campos,Municipio
poblacion cerrato,Municipio
polentinos,Municipio
pomar valdivia,Municipio
poza vega,Municipio
pozo urama,Municipio
pradanos ojeda,Municipio
puebla valdavia,Municipio
quintana puente,Municipio
quintanilla onsona,Municipio
reinoso cerrato,Municipio
renedo vega,Municipio
requena campos,Municipio
respenda pena,Municipio
revenga campos,Municipio
revilla collazos,Municipio
ribas campos,Municipio
riberos cueza,Municipio
saldana,Municipio
salinas pisuerga,Municipio
cebrian campos,Municipio
cebrian muda,Municipio
cristobal boedo,Municipio
mames campos,Municipio
roman cuba,Municipio
santa cecilia alcor,Municipio
santa cruz boedo,Municipio
santervas vega,Municipio
santibanez ecla,Municipio
santibanez pena,Municipio
santoyo,Municipio
serna,Municipio
soto cerrato,Municipio
sotobanado priorato,Municipio
tabanera cerrato,Municipio
tabanera valdavia,Municipio
tamara campos,Municipio
tariego cerrato,Municipio
torquemada,Municipio
torremormojon,Municipio
triollo,Municipio
valbuena pisuerga,Municipio
valdeolmillos,Municipio
valderrabano,Municipio
valde ucieza,Municipio
valle cerrato,Municipio
valle retortillo,Municipio
velilla carrion,Municipio
venta banos,Municipio
vertavillo,Municipio
ojeda,Municipio
villabasta valdavia,Municipio
villacidaler,Municipio
villaconancio,Municipio
villada,Municipio
villaeles valdavia,Municipio
villahan,Municipio
villaherreros,Municipio
villalaco,Municipio
